Semana Exporta‡Æo;Date*ÿÿ;Due dateÿÿ;Week*ÿÿ;Cardÿÿ;Teamÿÿ;Boardÿÿ;Listÿÿ;Labelsÿÿ;Sÿÿ;E 1??ÿÿ;Eÿÿ;Rÿÿ;cf:Desvio;cf:Equipamento;cf:Mantis;cf:NÆo Planejado;cf:Observa‡Æo;cf:Reprova‡äes
2020 ? Sem 02 ? Software;43836;ÿ;2020-W02;IABI23;Team Software;SW - Sprint Semanal;W02;LIBÿÿR00ÿÿSUPÿÿV00;2,83;2;2;-0,83;ÿ;ÿ;48383;ÿ;Ajustes;ÿ
2020 ? Sem 02 ? Software;43836;ÿ;2020-W02;IAEM;Team Software;SW - Sprint Semanal;W02;DEVÿÿI08ÿÿR15ÿÿV00;1,33;1,33;1,33;0;Software;IHM;49517;1;RevisÆo do software da IHM para atender …s solicita‡äes do Mantis.;ÿ
2020 ? Sem 02 ? Software;43836;ÿ;2020-W02;ESO16AD3;Team Software;SW - Sprint Semanal;W02;SUPORTE;0,5;0,5;0,5;0;ÿ;ÿ;0;1;Aux¡lio Victor - Suporte Kelvin;ÿ
2020 ? Sem 02 ? Software;43836;ÿ;2020-W02;IABI;Team Software;SW - Sprint Semanal;W02;SUPORTE;0,31;0,7;0,7;0,39;ÿ;ÿ;0;ÿ;Suporte M rio;ÿ
2020 ? Sem 02 ? Software;43836;ÿ;2020-W02;IAFZ;Team Software;SW - Sprint Semanal;W02;INSÿÿR01ÿÿSUPÿÿV01;4,93;3;3;-1,93;ÿ;Fancoilïs;49568;ÿ;Corre‡Æo no E3 - Fancoilïs;ÿ
2020 ? Sem 02 ? Software;43836;ÿ;2020-W02;IAGI;Team Software;SW - Sprint Semanal;W02;SUPORTE;2,02;0;2,02;0;Campo;ÿ;ÿ;1;Altera‡äes no Gerador;ÿ
2020 ? Sem 02 ? Software;43836;ÿ;2020-W02;IAGI;Team Software;SW - Sprint Semanal;W02;LIBÿÿR01ÿÿSUPÿÿV01;2;2;2;0;Software;ÿ;ÿ;ÿ;PUE;1
2020 ? Sem 02 ? Software;43836;ÿ;2020-W02;IABI20;Team Software;SW - Sprint Semanal;W02;ANµLISEÿÿC32ÿÿR00ÿÿV01;4,56;4;4;-0,56;ÿ;ÿ;ÿ;ÿ;Analise do software da IHM e valida‡Æo das altera‡äes efetuadas.;ÿ
2020 ? Sem 02 ? Software;43836;ÿ;2020-W02;H360ADM;Team Software;SW - Sprint Semanal;W02;ADM;3,13;2;2;-1,13;ÿ;ÿ;0;ÿ;Elaborar biblioteca no servidor com os scripts necess rios na supervisÆo;ÿ
2020 ? Sem 02 ? Software;43836;ÿ;2020-W02;EZA29;Team Software;SW - Sprint Semanal;W02;ADM;1,5;1,5;1,5;0;ÿ;ÿ;0;ÿ;Tarefas administrativas (marca‡Æo de ponto, Caixa Viagem, atualiza‡Æo do servidor, etc.) ap¢s retorno da primeira fase do SAT no cliente (EZA29).;ÿ
2020 ? Sem 02 ? Software;43836;ÿ;2020-W02;IAEM;Team Software;SW - Sprint Semanal;W02;SUPORTE;1,5;1,5;1,5;0;Software;IHM;49517;1;Suporte ao t‚cnico (Paulo Concei‡Æo) em campo para corre‡äes solicitadas para a IHM.;ÿ
2020 ? Sem 02 ? Software;43836;ÿ;2020-W02;IADT;Team Software;SW - Sprint Semanal;W02;ANµLISE;2,17;1,5;1,5;-0,67;ÿ;ÿ;ÿ;ÿ;Log de comunica‡Æo do controlador de demanda;ÿ
2020 ? Sem 02 ? Software;43836;ÿ;2020-W02;EZA29;Team Software;SW - Sprint Semanal;W02;SUPORTE;10;10;10;0;ÿ;ÿ;0;1;Suporte para corre‡Æo de problemas em la‡o de comunica‡Æo dos Chillers;ÿ
2020 ? Sem 02 ? Software;43836;ÿ;2020-W02;IABI23;Team Software;SW - Sprint Semanal;W02;LIBÿÿR00ÿÿSUPÿÿV00;1,26;1;1;-0,26;ÿ;ÿ;48383;ÿ;Checar os scripts;ÿ
2020 ? Sem 02 ? Software;43836;ÿ;2020-W02;IAGI;Team Software;SW - Sprint Semanal;W02;R00ÿÿSUPÿÿTELÿÿV01;2;2;2;0;ÿ;ÿ;ÿ;ÿ;Tela Diesel;ÿ
2020 ? Sem 02 ? Software;43836;ÿ;2020-W02;IAGC;Team Software;SW - Sprint Semanal;W02;ESTUDO;1;1;1;0;ÿ;Estudo da Obra;ÿ;ÿ;Estudo da obra;ÿ
2020 ? Sem 02 ? Software;43836;ÿ;2020-W02;ELB01;Team Software;SW - Sprint Semanal;W02;SUPORTE;3,02;3;3;-0,02;ÿ;ÿ;48938;ÿ;Suporte para estabelecer a comunica‡Æo com o Gerador em Campo.;ÿ
2020 ? Sem 02 ? Software;43833;ÿ;2020-W01;IAFO;Team Software;SW - Sprint Semanal;W02;G5ÿÿLIBÿÿR01ÿÿV01;3,79;3;3;-0,79;ÿ;UTA-EX;49428;ÿ;Corre‡Æo solicitadas em rela‡Æo ao G5 das UTAs do CC e demais ambientes.;ÿ
2020 ? Sem 02 ? Software;43833;ÿ;2020-W01;IAEI;Team Software;SW - Sprint Semanal;W02;LIBÿÿR01ÿÿSUPÿÿV01;3;0;5,5;2,5;ÿ;ÿ;49210;ÿ;Hidr ulica - Valores das leituras dos Reservat¢rios superiores - E3;ÿ
2020 ? Sem 02 ? Software;43833;ÿ;2020-W01;EZA29;Team Software;SW - Sprint Semanal;W02;SUPORTE;2,12;0;4;1,88;ÿ;CAG;0;ÿ;Desenvolvimento da lib de vari veis gerais das Prumadas;ÿ
2020 ? Sem 02 ? Software;43833;ÿ;2020-W01;IAGI;Team Software;SW - Sprint Semanal;W02;SUPORTE;0,75;0,75;0,75;0;ÿ;Suporte Teste Vazamento Diesel;ÿ;ÿ;Suporte Teste Vazamento Diesel;ÿ
2020 ? Sem 02 ? Software;43832;ÿ;2020-W01;H360ADMIN;Team Software;SW - Sprint Semanal;W02;ADM;0,86;0,53;0,53;-0,33;ÿ;ÿ;0;ÿ;Escrever e-mail para o Rodrigo e o Douglas sobre melhorias do setor;ÿ
2020 ? Sem 02 ? Software;43812;ÿ;2019-W50;IACX02;Team Software;SW - Sprint Semanal;W02;G5ÿÿLIBÿÿR01ÿÿV01;1,5;2;2;0,5;ÿ;ÿ;49140;ÿ;Corre‡Æo no G5;ÿ
2020 ? Sem 03 ? Software;43850;ÿ;2020-W04;IAFT;Team Software;SW - Sprint Semanal;Backlog;C03ÿÿDEVÿÿR00ÿÿV01;0;0;0;0;ÿ;ÿ;49850;ÿ;Estrutura‡Æo inicial do software do sistema de diesel (tanques di rios).;ÿ
2020 ? Sem 03 ? Software;43849;ÿ;2020-W04;EZA14;Team Software;SW - Sprint Semanal;W03;R00ÿÿSUPÿÿTELÿÿV01;3,8;4;4;0,2;ÿ;ÿ;46798;ÿ;Tela Oscila‡Æo;ÿ
2020 ? Sem 03 ? Software;43848;ÿ;2020-W03;IADQ;Team Software;SW - Sprint Semanal;W03;MANÿÿR00ÿÿSUPÿÿV01;7,62;5;5;-2,62;ÿ;Sistema Supervis¢rio;0;ÿ;Desenvolvimento do manual descritivo do sistema supervis¢rio;ÿ
2020 ? Sem 03 ? Software;43848;ÿ;2020-W03;IAGI;Team Software;SW - Sprint Semanal;W03;SUPORTE;8;8;8;0;ÿ;ÿ;ÿ;ÿ;Comissionamento;ÿ
2020 ? Sem 03 ? Software;43848;ÿ;2020-W03;EVU06;Team Software;SW - Sprint Semanal;W03;INSÿÿR01ÿÿSUPÿÿV01;5,02;5;5;-0,02;ÿ;ÿ;49607;ÿ;Desvios VSC QO Bosch II;ÿ
2020 ? Sem 03 ? Software;43848;ÿ;2020-W03;EZA29;Team Software;SW - Sprint Semanal;W03;C01ÿÿDEVÿÿR00ÿÿV02;4,83;5;5;0,17;ÿ;Ordena‡Æo Bombas;0;ÿ;Implementa‡Æo do algoritmo de ordena‡Æo e testes.;ÿ
2020 ? Sem 03 ? Software;43848;ÿ;2020-W03;IAGC;Team Software;SW - Sprint Semanal;W03;LIBÿÿR00ÿÿSUPÿÿV01;2,47;3;3;0,53;ÿ;Biblioteca Sensor de Prs;48757;ÿ;Desenvolvimento Biblioteca Sensor de Prs;ÿ
2020 ? Sem 03 ? Software;43848;ÿ;2020-W03;IAGC;Team Software;SW - Sprint Semanal;W03;R00ÿÿSUPÿÿTESTEÿÿV01;8,31;4;4;-4,31;ÿ;Teste Lib Sensores;ÿ;ÿ;Teste da biblioteca de Sensores;ÿ
2020 ? Sem 03 ? Software;43847;ÿ;2020-W03;IAGI;Team Software;SW - Sprint Semanal;W03;SUPORTE;3;4;4;1;ÿ;ÿ;0;ÿ;Pedidos Cliente;ÿ
2020 ? Sem 03 ? Software;43847;ÿ;2020-W03;H360ADMIN;Team Software;SW - Sprint Semanal;W03;ADM;2,85;3;3;0,15;ÿ;Administra‡Æo pessoal;ÿ;ÿ;Organiza‡Æo de Mantis, Trello, Email e Horas;ÿ
2020 ? Sem 03 ? Software;43847;ÿ;2020-W03;H360ADMIN;Team Software;SW - Sprint Semanal;W03;ADM;1;1;1;0;ÿ;ÿ;0;ÿ;Planejamento Semanal;ÿ
2020 ? Sem 03 ? Software;43847;ÿ;2020-W03;H360ADM;Team Software;SW - Sprint Semanal;W03;ADM;11,86;12;13,5;1,64;ÿ;ÿ;0;ÿ;ReuniÆo de Planejamento, Qualidade e KPIs;ÿ
2020 ? Sem 03 ? Software;43847;ÿ;2020-W03;EVU06;Team Software;SW - Sprint Semanal;W03;INSÿÿR01ÿÿSUPÿÿV01;5,91;9;9;3,09;ÿ;ÿ;49607;ÿ;Desvios VSC QO Bosch II;ÿ
2020 ? Sem 03 ? Software;43847;ÿ;2020-W03;EVU06;Team Software;SW - Sprint Semanal;W03;SUPORTE;0,5;0;0;-0,5;ÿ;ÿ;0;1;Suporte ao Pedro para as altera‡äes de leitura das vari veis adicionadas na £ltima revisÆo do controle.;ÿ
2020 ? Sem 03 ? Software;43847;ÿ;2020-W03;IAFP;Team Software;SW - Sprint Semanal;W03;C01ÿÿR03ÿÿTESTEÿÿV01;8;4,5;8;0;ÿ;ÿ;45197;1;Teste de comunica‡Æo da uPLC para valida‡Æo da l¢gica.;ÿ
2020 ? Sem 03 ? Software;43847;ÿ;2020-W03;H360ADM;Team Software;SW - Sprint Semanal;W03;ADM;13,24;4,21;9,82;-3,42;ÿ;ÿ;0;ÿ;Organiza‡Æo de mantis e e-mails;ÿ
2020 ? Sem 03 ? Software;43847;ÿ;2020-W03;ESO28;Team Software;SW - Sprint Semanal;W03;ADM;2;2;2;0;ÿ;ÿ;49644;1;Estudo das solicita‡äes da obra e alinhamento com o Gustavo da automa‡Æo e Ivan de software;ÿ
2020 ? Sem 03 ? Software;43847;ÿ;2020-W03;IAEO02;Team Software;SW - Sprint Semanal;W03;G5ÿÿLIBÿÿR00ÿÿV00;5,79;6;6;0,21;ÿ;ÿ;42289;ÿ;Desenvolver G5 - C03;ÿ
2020 ? Sem 03 ? Software;43847;ÿ;2020-W03;IAFI04;Team Software;SW - Sprint Semanal;W03;G5ÿÿLIBÿÿR01ÿÿV01;1,4;1;1;-0,4;ÿ;ÿ;47103;ÿ;Verifica‡Æo de uma vari vel G5;ÿ
2020 ? Sem 03 ? Software;43847;ÿ;2020-W03;ESO28;Team Software;SW - Sprint Semanal;W03;DEVÿÿI75ÿÿR00ÿÿV01;6,96;0;0;-6,96;Software;Fancoil;49873;1;Desenvolvimento dos softwares da IHM.;ÿ
2020 ? Sem 03 ? Software;43847;ÿ;2020-W03;IAFO01;Team Software;SW - Sprint Semanal;W03;LIBÿÿR00ÿÿSUPÿÿV01;5,8;5;5;-0,8;ÿ;CAG;49184;ÿ;Tela detalhe da CAG.;ÿ
2020 ? Sem 03 ? Software;43847;ÿ;2020-W03;AUSÒNCIA;Team Software;SW - Sprint Semanal;W03;ADM;0,5;0,5;0,5;0;ÿ;ÿ;0;ÿ;Consulta M‚dica;ÿ
2020 ? Sem 03 ? Software;43847;ÿ;2020-W03;IAFD;Team Software;SW - Sprint Semanal;W03;LIBÿÿR00ÿÿSUPÿÿV00;9,98;6;6;-3,98;ÿ;ÿ;46146;ÿ;Corre‡äes;ÿ
2020 ? Sem 03 ? Software;43847;ÿ;2020-W03;EZA14;Team Software;SW - Sprint Semanal;W03;LIBÿÿR00ÿÿSUPÿÿV01;2;2;2;0;ÿ;ÿ;46799;ÿ;Tela Tanques Diesel;ÿ
2020 ? Sem 03 ? Software;43847;ÿ;2020-W03;EMB08;Team Software;SW - Sprint Semanal;W03;C25ÿÿMANÿÿR00ÿÿV01;3,57;3;3;-0,57;ÿ;ÿ;49960;ÿ;Desenvolvimento do manual de controle.;ÿ
2020 ? Sem 03 ? Software;43847;ÿ;2020-W03;ESO28;Team Software;SW - Sprint Semanal;W03;R01ÿÿSUPÿÿTELÿÿV01;2,83;3;3;0,17;ÿ;ÿ;49877;ÿ;Corre‡äes na tela do equipamento corrigindo os pontos apontados no mantis.;1
2020 ? Sem 03 ? Software;43847;ÿ;2020-W03;IAGI;Team Software;SW - Sprint Semanal;W03;LIBÿÿR00ÿÿSUPÿÿV02;2,3;3;3;0,7;ÿ;ÿ;0;ÿ;Consulta Sensores;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;IAGI;Team Software;SW - Sprint Semanal;W03;LIBÿÿR00ÿÿSUPÿÿV02;5;5;5;0;ÿ;ÿ;0;ÿ;Lib Sensores;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;IAGC;Team Software;SW - Sprint Semanal;W03;LIBÿÿR00ÿÿSUPÿÿV01;3,95;4;4;0,05;ÿ;Desenvolvendo Automatismo;ÿ;ÿ;Desenvolvendo Automatismo;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;IAGC;Team Software;SW - Sprint Semanal;W03;ESTUDO;2,65;0;2,5;-0,15;ÿ;Estudo para Aplicar o Automatismo;ÿ;ÿ;Estudo para Aplicar o Automatismo;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;H360LEAN;Team Software;SW - Sprint Semanal;W03;ADM;6,48;3,48;6,48;0;ÿ;ÿ;0;ÿ;ReuniÆo Scrum;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;EMB08;Team Software;SW - Sprint Semanal;W03;ESTUDO;2,86;3;3;0,14;ÿ;ÿ;49960;ÿ;Estudo da obra para desenvolvimento do manual de opera‡Æo.;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;IAED;Team Software;SW - Sprint Semanal;W03;ADM;1,38;1;1;-0,38;ÿ;ÿ;0;ÿ;ReuniÆo demandas rede ¡mpar;ÿ
2020 ? Sem 03 ? Software;43846;43844,75;2020-W03;IAFT;Team Software;SW - Sprint Semanal;W03;C01ÿÿESPÿÿR00ÿÿV01;8,61;8;8;-0,61;ÿ;ÿ;49849;ÿ;Finaliza‡Æo dos fluxogramas do sistema da CAG.;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;H360LEAN;Team Software;SW - Sprint Semanal;W03;ADM;1,5;1,5;1,5;0;ÿ;Organiza‡Æo Bancada;0;ÿ;Organiza‡Æo da bancada de testes.;ÿ
2020 ? Sem 03 ? Software;43846;43846,625;2020-W03;IAFT;Team Software;SW - Sprint Semanal;W03;ADM;1;1;1;0;ÿ;ÿ;0;ÿ;ReuniÆo semanal IAFT.;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;EVU06;Team Software;SW - Sprint Semanal;W03;INSÿÿR01ÿÿSUPÿÿV01;13,15;9;9;-4,15;ÿ;ÿ;49607;ÿ;Desvios VSC QO Bosch II;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;ESO28;Team Software;SW - Sprint Semanal;W03;LIBÿÿR00ÿÿSUPÿÿV01;5,23;7;6;0,77;ÿ;ÿ;49877;ÿ;Corre‡äes na biblioteca do EXXA dentro da obra para adi‡Æo das vari veis gen‚ricas.;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;IAFP;Team Software;SW - Sprint Semanal;W03;DEVÿÿI01ÿÿR08ÿÿV00;3;2,5;2,5;-0,5;Cliente;Compressores;45197;1;RevisÆo da IHM para adi‡Æo da monitora‡Æo dos compressores de cada Chiller conforme solicita‡Æo do Mantis.;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;IAFP;Team Software;SW - Sprint Semanal;W03;C01ÿÿDEVÿÿR02ÿÿV00;6,25;6;6;-0,25;Cliente;Compressores;45197;1;RevisÆo do software de controle conforme as solicita‡äes do Mantis.;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;IAGI;Team Software;SW - Sprint Semanal;W03;C01ÿÿDEVÿÿR04ÿÿV01;1,27;0;0;-1,27;Cliente;Sensor TRHT;0;1;Modifica‡Æo na comunica‡Æo modbus devido a documenta‡Æo do equipamento fornecido pelo cliente estar errada.;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;AUSÒNCIA;Team Software;SW - Sprint Semanal;W03;ADM;1,5;1,5;1,5;0;ÿ;ÿ;0;ÿ;Consulta M‚dica;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;IAGI;Team Software;SW - Sprint Semanal;W03;R00ÿÿSUPÿÿTELÿÿV01;3,5;3;3;-0,5;ÿ;ÿ;ÿ;ÿ;Gr fico PUE;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;ESO28;Team Software;SW - Sprint Semanal;W03;ESTUDO;0,25;1;0,25;0;ÿ;ÿ;ÿ;ÿ;InclusÆo de vari veis;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;IABI14;Team Software;SW - Sprint Semanal;W03;LIBÿÿR01ÿÿSUPÿÿV01;0,77;1,5;1,5;0,73;ÿ;ÿ;44916;ÿ;Avaliar e corrigir o que for poss¡vel no sup;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;IABI06;Team Software;SW - Sprint Semanal;W03;G5ÿÿLIBÿÿR01ÿÿV01;1,73;2;2;0,27;ÿ;ÿ;42158;ÿ;Corre‡Æo das integra‡äes;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;EZA01AD1;Team Software;SW - Sprint Semanal;W03;C01ÿÿR00ÿÿSATÿÿV02;10;10;10;0;ÿ;ÿ;0;ÿ;SAT do sistema de controle/monitora‡Æo da subsesta‡Æo do 5SS;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;IAGB;Team Software;SW - Sprint Semanal;W03;G5ÿÿLIBÿÿR01ÿÿV01;1,64;2;2;0,36;ÿ;ÿ;49847;ÿ;Altera‡Æo dos desvios dos equipamentos;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;EMB07;Team Software;SW - Sprint Semanal;W03;ESTUDO;3,34;3,4;3,4;0,06;ÿ;ÿ;49783;ÿ;Estudo da obra para desenvolvimento da revisÆo do manual de controle.;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;ESO28;Team Software;SW - Sprint Semanal;W03;R00ÿÿSUPÿÿTELÿÿV01;2,17;1,5;1,5;-0,67;ÿ;ÿ;49877;1;Criar a tela dentro da supervisÆo;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;EUGAD6;Team Software;SW - Sprint Semanal;W03;G5ÿÿLIBÿÿR00ÿÿV00;0,47;0,5;0,5;0,03;ÿ;ÿ;49967;ÿ;Instanciar Eqpto;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;EUGAD6;Team Software;SW - Sprint Semanal;W03;G5ÿÿLIBÿÿR00ÿÿV00;0,18;1;0,18;0;ÿ;ÿ;49966;ÿ;Instanciar Eqpto;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;IAGC;Team Software;SW - Sprint Semanal;W03;LIBÿÿR00ÿÿSUPÿÿV01;6,5;4,5;4,5;-2;ÿ;Lib Sensores;48757;ÿ;Lib Sensores Tmp/Umd/Prs;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;EMB;Team Software;SW - Sprint Semanal;W03;ADM;1,5;1,5;1,5;0;ÿ;ReuniÆo;ÿ;ÿ;ReuniÆo de Alinhamento e planejamento;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;EUGAD6;Team Software;SW - Sprint Semanal;W03;G5ÿÿLIBÿÿR00ÿÿV00;0,8;1;1;0,2;ÿ;ÿ;49964;ÿ;Instanciar Eqpto;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;IAFP;Team Software;SW - Sprint Semanal;W03;SUPORTE;1;1;1;0;ÿ;ÿ;ÿ;1;Suporte no software de controle.;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;ESO28;Team Software;SW - Sprint Semanal;W03;C71ÿÿDEVÿÿR00ÿÿV01;10,42;0;0;-10,42;Software;Fancoil;49873;1;Desenvolvimento do software de controle Fancoil padrÆo EXXA.;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;ESO28;Team Software;SW - Sprint Semanal;W03;G5ÿÿLIBÿÿR00ÿÿV00;0,87;1;1;0,13;ÿ;ÿ;49876;ÿ;IPs;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;H360ADMIN;Team Software;SW - Sprint Semanal;W03;ADM;1,2;1,2;1,2;0;ÿ;ÿ;0;ÿ;ReuniÆo Alinhamento Obras IABI;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;IABI23;Team Software;SW - Sprint Semanal;W03;LIBÿÿR01ÿÿSUPÿÿV01;1,85;2;2;0,15;ÿ;ÿ;48383;ÿ;Validar BD;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;IABI21;Team Software;SW - Sprint Semanal;W03;LIBÿÿR01ÿÿSUPÿÿV01;2,25;3;3;0,75;ÿ;ÿ;49580;ÿ;Valida‡Æo dos pontos.;ÿ
2020 ? Sem 03 ? Software;43846;ÿ;2020-W03;EMB12;Team Software;SW - Sprint Semanal;W03;LIBÿÿR01ÿÿSUPÿÿV01;1,24;2;2;0,76;ÿ;ÿ;49171;ÿ;Estudando obra para desenvolvimento de telas;ÿ
2020 ? Sem 03 ? Software;43845;ÿ;2020-W03;IAGI;Team Software;SW - Sprint Semanal;W03;ESPÿÿR00ÿÿSUPÿÿV01;2;2;2;0;ÿ;ÿ;0;ÿ;Manual PDF;ÿ
2020 ? Sem 03 ? Software;43845;ÿ;2020-W03;IAGI;Team Software;SW - Sprint Semanal;W03;SUPORTE;3;4;4;1;ÿ;ÿ;ÿ;ÿ;Teste AHU;ÿ
2020 ? Sem 03 ? Software;43845;ÿ;2020-W03;H360ADMIN;Team Software;SW - Sprint Semanal;W03;ADM;3,02;2,2;3,02;0;ÿ;ÿ;0;ÿ;ReuniÆo Alinhamento Obras IABI;ÿ
2020 ? Sem 03 ? Software;43845;ÿ;2020-W03;H360ADMIN;Team Software;SW - Sprint Semanal;W03;ADM;1,83;0,7;0,7;-1,13;ÿ;ÿ;0;ÿ;Organiza‡Æo do plano de trabalho.;ÿ
2020 ? Sem 03 ? Software;43845;ÿ;2020-W03;IACX03;Team Software;SW - Sprint Semanal;W03;ESTUDO;3;3;3;0;ÿ;Estudo;49910;ÿ;Estudo da obra para reuniÆo interna.;ÿ
2020 ? Sem 03 ? Software;43845;ÿ;2020-W03;IACX03;Team Software;SW - Sprint Semanal;W03;ADM;2;2;2;0;ÿ;ReuniÆo;49910;ÿ;ReuniÆo para alinhamento e levantamento de d£vidas para serem tratadas com o cliente.;ÿ
2020 ? Sem 03 ? Software;43845;ÿ;2020-W03;EVU07;Team Software;SW - Sprint Semanal;W03;ADM;1,33;0;0;-1,33;Cliente;ReuniÆo;47520;1;Alinhamento das solicita‡äes para as built com cliente.;ÿ
2020 ? Sem 03 ? Software;43845;ÿ;2020-W03;IACX;Team Software;SW - Sprint Semanal;W03;ANµLISE;4,25;2,75;4,25;0;ÿ;Watchdog Timer;49825;1;An lise de An lise de defeito solicitada pelo t‚cnico de campo (Arthur).defeito solicitada pelo t‚cnico de campo (Arthur).;ÿ
2020 ? Sem 03 ? Software;43845;ÿ;2020-W03;EMB07;Team Software;SW - Sprint Semanal;W03;ESTUDO;3,96;4;4;0,04;ÿ;ÿ;49783;ÿ;Estudo da obra para desenvolvimento da revisÆo do manual de controle.;ÿ
2020 ? Sem 03 ? Software;43845;ÿ;2020-W03;IABI;Team Software;SW - Sprint Semanal;W03;ADM;0,96;1;1;0,04;ÿ;ÿ;0;ÿ;Organiza‡Æo de pendˆncias;ÿ
2020 ? Sem 03 ? Software;43845;ÿ;2020-W03;H360CAPAC;Team Software;SW - Sprint Semanal;W03;ADM;1,45;2;2;0,55;ÿ;ÿ;ÿ;ÿ;Estudo dos scripts do treinamento feito na elipse;ÿ
2020 ? Sem 03 ? Software;43845;ÿ;2020-W03;ESO28;Team Software;SW - Sprint Semanal;W03;G5ÿÿLIBÿÿR00ÿÿV00;3,3;3;3;-0,3;ÿ;ÿ;49876;ÿ;Desenvolver G5;ÿ
2020 ? Sem 03 ? Software;43845;ÿ;2020-W03;EZA22;Team Software;SW - Sprint Semanal;W03;SUPORTE;1;0;0;-1;Software;ÿ;0;1;Suporte ao Diego para constru‡Æo do G5;ÿ
2020 ? Sem 03 ? Software;43845;ÿ;2020-W03;ESO28;Team Software;SW - Sprint Semanal;W03;INSÿÿR00ÿÿSUPÿÿV01;5;2,5;2,5;-2,5;ÿ;ÿ;49877;1;Instƒncia do equipamento na supervisÆo (Mezanino do Blodo D);ÿ
2020 ? Sem 03 ? Software;43845;ÿ;2020-W03;H360ADM;Team Software;SW - Sprint Semanal;W03;ADM;1,11;1,11;1,11;0;ÿ;ÿ;0;ÿ;ReuniÆo sobre HAOC;ÿ
2020 ? Sem 03 ? Software;43845;ÿ;2020-W03;IAFI04;Team Software;SW - Sprint Semanal;W03;ESTUDO;0,53;0,5;0,5;-0,03;ÿ;ÿ;47103;ÿ;An lise do problema;ÿ
2020 ? Sem 03 ? Software;43845;ÿ;2020-W03;IADQ;Team Software;SW - Sprint Semanal;W03;SUPORTE;2,53;3;3;0,47;ÿ;RPP 4.8;0;ÿ;Corre‡Æo Suporte para teste das altera‡äes em campo.Tela detalhe RPP 4.8;ÿ
2020 ? Sem 03 ? Software;43845;ÿ;2020-W03;EZA01AD1;Team Software;SW - Sprint Semanal;W03;SUPORTE;10;0;10;0;ÿ;ÿ;0;ÿ;ReuniÆo para alinhamento de datas e testes das integra‡äes da subesta‡Æo;ÿ
2020 ? Sem 03 ? Software;43845;ÿ;2020-W03;IABI;Team Software;SW - Sprint Semanal;W03;ESTUDO;4,35;4;4;-0,35;ÿ;ÿ;48862;ÿ;Estudo de obra.;ÿ
2020 ? Sem 03 ? Software;43845;ÿ;2020-W03;IAGC;Team Software;SW - Sprint Semanal;W03;ANµLISE;2,25;2,5;2,5;0,25;ÿ;An lise e especifica‡Æo;ÿ;ÿ;An lise e especifica‡Æo;ÿ
2020 ? Sem 03 ? Software;43845;ÿ;2020-W03;EMB;Team Software;SW - Sprint Semanal;W03;ADM;1,85;1,85;1,85;0;ÿ;ReuniÆo de Alinhamento Soft;ÿ;ÿ;ReuniÆo de Alinhamento Soft;ÿ
2020 ? Sem 03 ? Software;43845;ÿ;2020-W03;IAGI;Team Software;SW - Sprint Semanal;W03;LIBÿÿR01ÿÿSUPÿÿV01;3;3;3;0;Software;ÿ;0;1;Corre‡äes;ÿ
2020 ? Sem 03 ? Software;43845;ÿ;2020-W03;IADQ;Team Software;SW - Sprint Semanal;W03;LIBÿÿR01ÿÿSUPÿÿV01;4;4;4;0;ÿ;RPP 4.8;0;ÿ;Corre‡Æo Tela detalhe RPP 4.8;ÿ
